x,y,z
0.209,-0.178,8.979
-0.192,0.01,7.749
-0.429,0.048,11.122
-0.075,-0.003,11.266
0.149,-0.051,8.68
-0.254,-0.125,9.43
-0.479,-0.219,11.134
-0.07,-0.051,9.942
0.176,0.123,8.824
-0.23,-0.049,10.342
-0.35,-0.257,10.806
-0.065,-0.207,9.327
-0.065,-0.035,9.497
-0.314,0.032,10.581
-0.144,-0.03,10.09
-0.034,-0.056,9.281
-0.209,-0.104,10.098
-0.254,-0.111,10.476
-0.084,-0.058,9.688
-0.039,0.022,9.607
-0.216,-0.035,10.296
-0.245,-0.092,10.126
-0.084,-0.075,9.506
-0.132,-0.046,9.995
-0.242,-0.078,10.325
-0.204,-0.128,9.856
-0.07,-0.063,9.619
-0.139,-0.037,10.16
-0.182,-0.066,10.224
-0.154,-0.087,9.729
-0.13,-0.042,9.789
-0.178,-0.03,10.234
-0.137,-0.03,10.064
-0.077,-0.085,9.662
-0.192,-0.058,9.904
-0.199,-0.061,10.184
-0.108,-0.063,9.937
-0.125,-0.051,9.753
-0.204,-0.116,10.042
-0.187,-0.037,10.121
-0.149,-0.049,9.841
-0.142,-0.082,9.832
-0.163,-0.063,10.148
-1.097,-0.284,-18.622
0.947,-2.07,21.585
-1.533,0.077,-4.485
-0.297,0.312,-4.279
-0.989,0.134,11.524
-1.19,-0.157,12.508
0.901,0.137,3.727
-0.206,0.613,5.551
-0.424,-0.724,15.913
-0.012,-0.173,11.989
0.111,0.319,4.481
-0.429,0.338,8.929
-0.089,-0.219,14.397
0.224,-0.312,9.293
-0.199,0.225,6.372
-0.448,-0.056,11.402
0.032,-0.221,12.334
0.224,-0.161,8.067
-0.3,0.067,8.29
-0.434,0.01,11.714
0.049,-0.056,10.782
0.178,-0.078,8.474
-0.292,-0.169,9.671
-0.398,-0.14,11.242
-0.012,0.043,9.511
0.042,0.146,8.946
-0.319,-0.054,10.785
-0.242,-0.226,10.605
-0.015,-0.171,9.09
-0.079,-0.054,9.659
-0.257,0.055,10.78
-0.127,-0.051,9.911
-0.034,-0.09,9.307
-0.247,-0.123,10.268
-0.242,-0.118,10.411
-0.036,-0.025,9.554
-0.039,0.01,9.714
-0.252,-0.073,10.44
-0.235,-0.13,10.023
-0.053,-0.085,9.506
-0.134,-0.058,10.035
-0.223,-0.07,10.37
-0.142,-0.08,9.774
-0.113,-0.085,9.7
-0.146,-0.078,10.268
-0.175,-0.07,10.15
-0.125,-0.075,9.664
-0.111,-0.001,9.849
-0.151,-0.068,10.251
-0.127,-0.061,10.002
-0.134,-0.066,9.674
-0.18,-0.087,9.98
-0.197,-0.051,10.217
-0.125,-0.003,9.892
-0.151,-0.109,9.789
-0.192,-0.106,10.081
-0.154,-0.106,10.109
-0.139,0,9.798
-0.123,-0.058,9.923
-2.77,-0.245,-4.963
-1.061,-1.543,23.867
-1.116,0.798,8.007
-0.197,0.307,1.711
-0.585,-0.121,9.949
-1.004,-0.896,15.432
0.585,-0.099,5.924
0.09,1.013,4.339
-0.549,-0.307,15.475
-0.144,-0.398,13.04
-0.067,0.029,4.979
-0.467,0.288,8.01
-0.154,-0.102,14.407
0.216,-0.274,10.109
-0.055,0.166,6.164
-0.589,-0.02,10.696
-0.173,-0.228,12.805
0.224,-0.219,8.766
-0.194,0.036,7.706
-0.491,0.015,11.266
-0.055,0.058,11.304
0.173,-0.044,8.589
-0.252,-0.104,9.453
-0.482,-0.233,11.244
-0.048,-0.061,9.88
0.106,0.146,8.771
-0.278,-0.042,10.457
-0.352,-0.173,10.809
-0.094,-0.228,9.221
-0.058,-0.054,9.506
-0.292,0.06,10.713
-0.127,-0.042,10.047
0.035,-0.063,9.279
-0.185,-0.063,10.136
-0.338,-0.152,10.531
-0.108,-0.085,9.676
-0.051,-0.023,9.559
-0.223,-0.049,10.344
-0.213,-0.066,10.184
-0.106,-0.044,9.497
-0.065,-0.03,9.939
-0.254,-0.092,10.449
-0.166,-0.106,9.863
-0.094,-0.011,9.578
-0.144,-0.061,10.145
-0.197,-0.061,10.291
-0.127,-0.121,9.695
-0.154,-0.015,9.777
-0.154,-0.023,10.258
-0.127,-0.044,10.069
-0.087,-0.063,9.674
-0.187,-0.073,9.904
-0.202,-0.032,10.239
-0.115,-0.037,9.916
-0.101,-0.08,9.736
-0.154,-0.125,10.078
-0.178,-0.068,10.078
-0.144,-0.058,9.803
-0.115,-0.02,9.892
-0.111,-0.066,10.184
-0.137,-0.08,10.011
-0.178,-0.082,9.753
-0.17,-0.082,9.947
-1.928,-0.319,-12.529
0.633,-2.426,23.189
-2.375,-0.137,3.154
-0.029,0.479,-2.186
-1.128,-0.432,13.299
-1.15,-0.446,13.246
0.664,0.039,4.201
-0.101,0.673,5.987
-0.609,-0.494,15.326
-0.106,-0.19,12.082
0.023,0.211,4.79
-0.417,0.225,8.752
-0.103,-0.228,14.237
0.216,-0.25,9.607
-0.156,0.127,6.382
-0.525,-0.078,11.182
-0.063,-0.231,12.391
0.197,-0.099,8.417
-0.281,0.053,8.072
-0.46,0.024,11.546
0.015,-0.035,10.89
0.161,-0.087,8.443
-0.324,-0.176,9.738
-0.434,-0.195,11.182
0.037,0.075,9.626
0.109,0.12,8.884
-0.281,-0.044,10.679
-0.276,-0.221,10.684
-0.012,-0.154,9.154
-0.043,-0.03,9.619
-0.285,0.041,10.744
-0.075,-0.025,9.918
-0.039,-0.09,9.312
-0.213,-0.102,10.22
-0.276,-0.109,10.459
-0.039,-0.092,9.611
-0.06,-0.008,9.626
-0.216,-0.08,10.385
-0.223,-0.128,10.04
-0.065,-0.128,9.477
-0.13,-0.001,10.038
-0.249,-0.066,10.421
-0.18,-0.121,9.786
-0.154,-0.051,9.657
-0.154,-0.09,10.265
-0.173,-0.13,10.15
-0.146,-0.097,9.65
-0.137,-0.046,9.863
-0.149,-0.075,10.229
-0.12,-0.097,10.004
-0.123,-0.082,9.664
-0.173,-0.097,9.968
-0.209,-0.078,10.165
-0.137,-0.061,9.882
-0.123,-0.07,9.793
-0.18,-0.075,10.074
-0.123,-0.075,10.05
-0.154,-0.008,9.829
-2.462,-0.403,-4.916
-0.786,-1.837,29.878
-1.772,0.728,8.493
-0.082,0.197,1.27
-0.575,-0.363,10.849
-1.348,-0.791,14.429
0.427,-0.039,5.039
-0.113,1.013,5.417
-0.491,-0.406,15.836
-0.146,-0.334,12.178
-0.084,0.123,4.603
-0.486,0.113,9.008
-0.113,-0.181,14.491
0.202,-0.25,9.408
-0.108,0.199,6.164
-0.575,-0.02,11.273
-0.01,-0.307,12.576
0.214,-0.207,8.319
-0.285,0.036,8.024
-0.448,0.046,11.558
0.001,0.034,11.014
0.149,-0.085,8.438
-0.336,-0.173,9.659
-0.462,-0.2,11.28
0.023,-0.051,9.611
0.123,0.142,8.874
-0.264,-0.03,10.596
-0.257,-0.159,10.684
-0.015,-0.209,9.133
-0.103,-0.025,9.609
-0.281,0.029,10.701
-0.125,-0.018,9.918
-0.027,-0.044,9.255
-0.259,-0.13,10.22
-0.3,-0.125,10.473
-0.034,-0.027,9.571
-0.058,0.017,9.698
-0.197,-0.066,10.358
-0.206,-0.137,10.064
-0.058,-0.063,9.521
-0.151,-0.025,10.064
-0.247,-0.111,10.368
-0.158,-0.118,9.743
-0.139,-0.051,9.65
-0.132,-0.025,10.236
-0.168,-0.099,10.203
-0.123,-0.094,9.667
-0.156,-0.106,9.851
-0.18,-0.07,10.26
-0.166,-0.106,10.011
-0.113,-0.094,9.69
-0.206,-0.082,9.997
-0.199,-0.044,10.181
-0.115,-0.063,9.908
-0.108,-0.068,9.789
-0.154,-0.133,10.066
-0.187,-0.075,10.057
-0.132,-0.051,9.789
-0.134,-0.073,9.916
0.24,0.111,-6.931
1.77,-0.932,17.148
-0.101,0.055,-3.704
0.039,0.563,1.284
-1.686,-0.628,28.279
1.581,0.149,12.35
0.329,0.802,1.823
-0.439,-0.501,10.217
-0.29,-0.851,15.159
0.054,-0.027,8.941
0.145,0.618,5.362
-0.486,0.051,12.25
-0.163,-0.444,13.054
0.051,-0.329,7.445
-0.221,0.34,7.871
-0.352,-0.025,12.755
0.145,-0.183,11.029
0.015,-0.051,7.452
-0.589,-0.087,9.786
-0.233,-0.027,12.109
0.209,-0.075,9.621
0.061,-0.056,8.429
-0.501,-0.147,10.682
-0.338,-0.159,10.852
0.07,0.02,9.051
-0.029,0.072,9.58
-0.319,-0.102,11.048
-0.18,-0.243,9.889
-0.053,-0.092,9.02
-0.261,-0.049,10.303
-0.261,-0.046,10.686
0.015,-0.078,9.497
-0.065,-0.082,9.571
-0.269,-0.123,10.483
-0.197,-0.102,10.098
-0.024,-0.025,9.42
-0.156,-0.051,10.007
-0.283,-0.121,10.452
-0.18,-0.14,9.755
-0.063,-0.068,9.59
-0.17,-0.049,10.236
-0.233,-0.087,10.203
-0.132,-0.058,9.578
-0.13,-0.049,9.892
-0.161,-0.037,10.363
-0.144,-0.111,9.93
-0.175,-0.118,9.619
-0.12,-0.035,10.069
-0.12,-0.049,10.224
-0.118,-0.104,9.844
-0.144,-0.09,9.734
-0.218,-0.104,10.1
-0.213,-0.051,10.057
-0.144,-0.054,9.791
-0.163,-0.099,9.928
-0.166,-0.106,10.109
-0.173,-0.068,9.923
-0.156,-0.03,9.801
-0.134,-0.063,10.069
-0.187,-0.125,10.047
-0.139,-0.073,9.884
-0.185,-0.042,9.892
-0.166,-0.058,10.088
-0.106,-0.147,10.37
1.078,0.996,7.44
2.287,-0.64,17.781
0.19,0.01,-2.564
-0.048,0.424,3.248
-0.635,-1.478,28.076
1.368,0.123,12.348
0.193,0.996,1.648
-0.46,-0.494,11.759
-0.333,-0.925,14.924
0.111,-0.008,7.914
-0.043,0.592,5.817
-0.551,-0.123,13.346
0.027,-0.439,12.635
0.035,-0.31,6.863
-0.328,0.295,8.501
-0.352,-0.092,13.16
0.111,-0.209,10.481
0.025,-0.013,7.375
-0.587,-0.085,10.277
-0.24,0.036,11.994
0.236,-0.025,9.327
0.001,-0.03,8.558
-0.494,-0.166,10.964
-0.278,-0.193,10.732
0.063,0.024,8.874
-0.123,0.012,9.801
-0.362,-0.03,11.043
-0.123,-0.209,9.77
-0.072,-0.114,9.063
-0.252,-0.006,10.469
-0.218,-0.032,10.572
-0.005,-0.063,9.406
-0.125,-0.099,9.645
-0.336,-0.125,10.514
-0.211,-0.121,9.999
0.018,-0.011,9.446
-0.132,-0.027,10.095
-0.223,-0.097,10.402
-0.087,-0.078,9.671
-0.096,-0.075,9.645
-0.209,-0.035,10.337
-0.283,-0.111,10.153
-0.099,-0.111,9.566
-0.091,-0.042,9.92
-0.099,-0.094,10.342
-0.118,-0.087,9.841
-0.168,-0.073,9.635
-0.182,-0.039,10.107
-0.144,-0.044,10.22
-0.115,-0.094,9.805
-0.156,-0.106,9.808
-0.24,-0.102,10.109
-0.19,-0.015,10.066
-0.118,-0.044,9.77
-0.182,-0.08,9.966
-0.19,-0.097,10.126
-0.163,-0.061,9.913
-2.433,-0.377,-5.385
-1.066,-0.829,39.687
-1.178,1.523,7.275
-0.319,0.281,2.185
-0.58,-0.08,11.003
0.305,-1.476,16.069
0.317,0.024,5.92
-0.075,1.272,4.667
-0.405,-0.281,16.277
-0.067,-0.497,12.518
-0.134,0.091,4.562
-0.553,0.154,8.924
-0.103,-0.157,14.606
0.212,-0.295,9.499
-0.163,0.13,6.092
-0.587,0.008,11.249
-0.053,-0.288,12.712
0.181,-0.2,8.283
-0.29,0.058,8.118
-0.474,0.039,11.599
0.025,0.053,10.818
0.137,-0.08,8.589
-0.283,-0.145,9.7
-0.46,-0.197,11.266
-0.07,-0.075,9.679
0.092,0.137,8.814
-0.269,0.005,10.675
-0.292,-0.166,10.634
-0.075,-0.173,9.176
-0.106,-0.054,9.602
-0.271,0.034,10.742
-0.096,-0.008,9.995
-0.036,-0.046,9.281
-0.247,-0.114,10.198
-0.264,-0.121,10.423
-0.103,-0.035,9.664
-0.055,-0.015,9.607
-0.257,-0.066,10.356
-0.23,-0.133,10.107
-0.084,-0.082,9.54
-0.137,-0.037,9.997
-0.24,-0.097,10.344
-0.134,-0.142,9.81
-0.048,-0.03,9.626
-0.154,-0.001,10.198
-0.18,-0.054,10.193
-0.175,-0.099,9.674
-0.161,-0.037,9.798
-0.151,-0.035,10.253
-0.127,-0.128,10.035
-0.13,-0.075,9.695
-0.209,-0.07,9.939
-0.19,-0.116,10.174
-0.111,-0.061,9.908
-0.123,-0.087,9.781
-0.221,-0.094,10.09
-0.18,-0.058,10.062
-0.156,-0.056,9.82
-0.168,-0.018,9.975
-0.182,-0.073,10.181
-0.125,-0.094,9.923
-0.163,-0.111,9.803
-0.197,-0.066,10.018
-0.103,-0.042,10.093
-0.123,-0.066,9.846
-0.197,-0.092,9.856
-0.156,-0.073,10.03
-0.161,-0.054,10.045
-0.151,-0.082,9.844
-0.19,-0.035,9.987
-0.175,-0.051,10.026
-0.154,-0.051,9.925
-0.166,-0.058,9.894
-0.12,-0.09,10.016
-0.127,-0.106,9.975
-0.146,-0.042,9.913
-0.185,-0.03,9.937
-0.161,-0.046,9.987
-0.161,-0.078,9.944
-0.18,-0.092,9.928
-0.194,-0.075,9.98
-0.142,-0.073,9.99
-0.182,-0.109,9.963
-0.156,-0.058,9.985
-0.194,-0.085,9.966
-0.13,-0.061,9.985
-0.146,-0.078,9.963
-0.158,-0.058,9.944
-0.209,-0.087,9.959
-0.154,-0.092,9.911
-0.19,-0.044,9.947
-0.12,-0.09,10.002
-0.166,-0.085,9.959
-0.134,-0.099,9.935
-0.139,-0.085,9.913
-0.132,-0.07,9.971
-0.149,-0.082,10.011
-0.144,-0.087,9.944
-0.13,-0.102,9.971
-0.127,-0.109,9.997
-0.146,-0.08,9.966
-0.132,-0.068,9.961
-0.139,-0.09,9.947
-0.127,-0.068,9.971
-0.134,-0.054,9.949
-0.142,-0.099,9.959
-0.209,-0.039,10.007
-0.127,-0.102,9.987
-0.144,-0.111,9.925
-0.173,-0.061,9.959
-0.113,-0.078,9.98
-0.161,-0.068,9.944
-0.156,-0.087,9.947
-0.139,-0.075,9.971
-0.151,-0.137,9.966
-0.173,-0.068,9.951
-0.142,-0.039,9.997
-0.149,-0.054,9.98
-0.144,-0.085,9.937
-0.163,-0.068,9.923
-0.139,-0.07,9.959
-0.168,-0.082,9.973
-0.187,-0.051,9.932
-0.127,-0.073,9.978
-0.161,-0.099,9.951
-0.154,-0.039,9.939
-0.154,-0.068,9.98
-0.142,-0.061,9.985
-0.156,-0.094,9.954
-0.146,-0.054,9.942
-0.139,-0.054,9.949
-0.139,-0.106,9.966
-0.146,-0.035,9.978
-0.134,-0.054,9.987
-0.144,-0.049,9.987
-0.161,-0.078,9.939
-0.17,-0.058,9.932
-0.161,-0.061,9.987
-0.166,-0.116,9.956
-0.156,-0.078,9.959
-0.139,-0.054,9.959
-0.146,-0.075,9.99
-0.173,-0.104,9.968
-0.146,-0.097,9.997
-0.156,-0.049,9.925
-0.113,-0.08,9.968
-0.125,-0.058,9.987
-0.161,-0.058,9.978
-0.146,-0.066,9.978
-0.142,-0.063,9.947
-0.161,-0.08,9.978
-0.154,-0.085,9.959
-0.161,-0.068,9.963
-0.187,-0.054,9.928
-0.125,-0.073,9.973
-0.158,-0.075,9.939
-0.168,-0.03,9.937
-0.134,-0.075,9.968
-0.118,-0.078,9.93
-0.144,-0.066,9.896
-0.154,-0.109,9.947
-0.146,-0.073,9.961
-0.158,-0.09,9.93
-0.142,-0.035,9.959
-0.151,-0.02,9.951
-0.142,-0.135,9.966
-0.151,-0.032,9.937
-0.144,-0.102,9.956
-0.137,-0.063,9.966
-0.146,-0.063,9.959
-0.163,-0.051,9.963
-0.175,-0.068,9.983
-0.166,-0.094,9.937
-0.156,-0.068,9.961
-0.173,-0.094,9.961
-0.163,-0.056,9.971
-0.202,-0.078,9.911
-0.134,-0.07,9.973
-0.144,-0.044,9.987
-0.154,-0.063,9.963
-0.168,-0.066,9.978
-0.204,-0.066,9.99
-0.134,-0.046,9.978
-0.182,-0.085,9.942
-0.134,-0.085,9.983
-0.17,-0.056,9.973
-0.149,-0.068,9.963
-0.206,-0.078,9.995
-0.149,-0.063,9.944
-0.146,-0.078,9.961
-0.18,-0.023,9.951
-0.173,-0.037,9.961
-0.132,-0.087,9.959
-0.158,-0.073,9.935
-0.137,-0.051,9.973
-0.154,-0.073,9.966
-0.113,-0.07,9.928
-0.156,-0.063,10.004
-0.163,-0.09,9.978
-0.123,-0.046,9.935
-0.154,-0.046,9.959
-0.17,-0.092,9.995
-0.17,-0.078,9.961
-0.13,-0.063,9.925
-0.17,-0.109,9.942
-0.185,-0.068,10.011
-0.194,-0.051,9.961
-0.139,-0.073,9.966
-0.17,-0.085,9.968
-0.163,-0.073,9.949
-0.166,-0.07,9.928
-0.151,-0.07,9.973
-0.139,-0.066,9.997
-0.146,-0.078,9.918
-0.144,-0.118,9.985
-0.137,-0.106,9.999
-0.185,-0.114,9.949
-0.142,-0.08,9.966
-0.158,-0.097,9.961
-0.151,-0.07,9.928
-0.163,-0.066,9.916
-0.17,-0.054,9.995
-0.185,-0.082,9.983
-0.18,-0.051,9.939
-0.137,-0.068,9.985
-0.154,-0.078,9.947
-0.134,-0.039,9.932
-0.149,-0.046,9.916
-0.113,-0.08,9.968
-0.173,-0.08,9.944
-0.137,-0.075,9.983
-0.18,-0.015,9.959
-0.17,-0.097,9.959
-0.185,-0.092,9.93
-0.158,-0.078,9.937
-0.132,-0.054,9.992
-0.158,-0.068,9.923
-0.163,-0.066,9.951
-0.161,-0.087,9.959
-0.17,-0.066,9.949
-0.137,-0.061,9.913
-0.127,-0.058,9.968
-0.123,-0.07,9.987
-0.146,-0.051,9.949
-0.168,-0.056,9.992
-0.144,-0.078,9.961
-0.161,-0.07,9.949
-0.178,-0.075,9.928
-0.156,-0.097,9.971
-0.139,-0.054,9.971
-0.154,-0.099,9.973
-0.151,-0.049,9.966
-0.161,-0.039,9.985
-0.151,-0.106,9.942
-0.146,-0.054,9.968
-0.137,-0.063,10.023
-0.142,-0.08,9.961
-0.185,-0.032,9.942
-0.175,-0.085,9.968
-0.175,-0.058,9.966
-0.163,-0.08,9.98
-0.146,-0.082,9.949
-0.175,-0.063,9.959
-0.12,-0.063,9.971
-0.154,-0.063,9.942
-0.156,-0.09,9.973
-0.142,-0.109,9.973
-0.151,-0.085,9.93
-0.156,-0.058,9.956
-0.151,-0.013,9.944
-0.154,-0.114,9.987
-0.163,-0.068,9.983
-0.158,-0.082,10.002
-0.146,-0.061,9.951
-0.151,-0.023,10.021
-0.113,-0.085,9.978
-0.185,-0.066,9.987
-0.154,-0.046,9.942
-0.118,-0.061,9.956
-0.158,-0.099,9.928
-0.156,-0.073,9.911
-0.137,-0.025,9.961
-0.173,-0.078,9.944
-0.161,-0.054,9.939
-0.137,-0.042,9.925
-0.151,-0.061,9.947
-0.146,-0.087,9.971
-0.173,-0.046,9.944
-0.146,-0.066,9.947
-0.144,-0.075,9.959
-0.118,-0.049,9.978
-0.132,-0.063,9.971
-0.142,-0.082,9.975
-0.192,-0.042,9.983
-0.113,-0.051,9.951
-0.144,-0.08,9.956
-0.216,-0.104,9.973
-0.127,-0.078,9.92
-0.132,-0.099,9.949
-0.137,-0.056,9.997
-0.103,-0.082,9.983
-0.132,-0.094,9.959
-0.166,-0.042,9.992
-0.173,-0.09,9.966
-0.151,-0.044,9.932
-0.161,-0.09,9.987
-0.142,-0.099,9.975
-0.151,-0.049,9.963
-0.149,-0.097,9.925
-0.132,-0.08,9.997
-0.127,-0.08,9.978
-0.146,-0.075,9.947
-0.161,-0.07,9.98
-0.163,-0.078,9.992
-0.182,-0.087,9.987
-0.194,-0.054,9.956
-0.192,-0.073,9.975
-0.168,-0.061,9.971
-0.161,-0.075,9.949
-0.161,-0.07,10.002
-0.163,-0.061,9.949
-0.163,-0.049,9.99
-0.175,-0.054,9.947
-0.151,-0.058,9.968
-0.17,-0.056,9.937
-0.17,-0.085,9.975
-0.127,-0.008,9.98
-0.173,-0.056,9.956
-0.127,-0.046,9.461
-0.154,-0.015,9.992
-0.175,-0.07,10.394
-0.144,-0.094,9.939
-0.146,-0.087,9.631
-0.211,-0.118,10.03
-0.125,-0.063,10.258
-0.118,-0.063,9.853
-0.158,-0.039,9.844
-0.185,-0.097,10.126
-0.168,-0.133,10.016
-0.123,-0.078,9.781
-0.142,-0.073,9.932
-0.123,-0.092,10.069
-0.127,-0.058,9.896
-0.166,-0.058,9.801
-0.125,-0.104,9.987
-0.111,-0.075,10.093
-0.163,-0.08,9.877
-0.127,-0.078,9.894
-0.163,-0.104,10.021
-0.127,-0.068,10.021
-0.113,-0.082,9.918
-0.151,-0.08,9.899
-0.142,-0.111,9.99
-0.123,-0.063,9.978
-0.123,-0.066,9.901
-0.178,-0.066,9.973
-0.139,-0.07,10.009
-0.127,-0.056,9.978
-0.149,-0.078,9.959
-0.139,-0.042,9.966
-0.154,-0.068,9.968
-0.146,-0.066,9.935
-0.17,-0.051,9.947
-0.151,-0.123,9.954
-0.137,-0.039,9.975
-0.151,-0.085,9.966
-0.17,-0.063,9.963
-0.17,-0.085,9.961
-0.142,-0.08,9.963
-0.144,-0.035,9.971
-0.185,-0.075,9.985
-0.146,-0.066,9.954
-0.204,-0.058,9.973
-0.175,-0.07,9.961
-0.132,-0.097,9.966
-0.168,-0.054,9.951
-0.156,-0.099,9.985
-0.115,-0.049,10.014
-0.151,-0.102,9.959
-0.149,-0.097,9.949
-0.178,-0.066,10.035
-0.158,-0.075,9.978
-0.149,-0.051,9.904
-0.115,-0.087,9.973
-0.173,-0.061,9.985
-0.154,-0.037,9.971
-0.144,-0.08,9.904
-0.182,-0.066,10.016
-0.216,-0.058,9.995
-0.123,-0.066,9.937
-0.185,-0.049,9.966
-0.18,-0.035,10.011
-0.13,-0.097,9.918
-0.12,-0.061,9.92
-0.142,-0.061,10.021
-0.151,-0.078,9.951
-0.173,-0.078,9.939
-0.154,-0.075,9.939
-0.173,-0.068,9.959
-0.151,-0.109,9.937
-0.166,-0.049,9.944
-0.168,-0.08,9.992
-0.163,-0.049,9.939
-0.137,-0.094,9.942
-0.17,-0.061,9.98
-0.115,-0.063,9.992
-0.154,-0.085,9.959
-0.216,-0.063,9.961
-0.18,-0.058,9.966
-0.108,-0.046,9.937
-0.151,-0.092,9.951
-0.156,-0.066,9.973
-0.146,-0.104,9.968
-0.12,-0.063,9.942
-0.17,-0.07,9.985
-0.146,-0.046,9.918
-0.149,-0.078,9.937
-0.154,-0.058,9.992
-0.175,-0.058,9.961
-0.202,-0.082,9.918
-0.154,-0.075,9.971
-0.149,-0.056,10.002
-0.166,-0.082,9.978
-0.158,-0.09,9.971
-0.158,-0.078,10.009
-0.178,-0.008,9.992
-0.163,-0.054,9.949
-0.127,-0.066,9.98
-0.137,-0.082,9.992
-0.144,-0.063,9.959
-0.132,-0.078,9.944
-0.173,-0.075,9.99
-0.151,-0.073,9.963
-0.123,-0.075,9.947
-0.185,-0.087,9.985
-0.175,-0.082,10.016
-0.166,-0.085,9.937
-0.144,-0.097,9.939
-0.194,-0.075,9.987
-0.156,-0.056,9.968
-0.134,-0.097,9.93
-0.178,-0.08,9.978
-0.149,-0.087,9.978
-0.194,-0.085,9.963
-0.125,-0.078,9.966
-0.156,-0.099,9.999
-0.163,-0.109,9.978
-0.142,-0.097,9.985
-0.175,-0.046,9.947
-0.144,-0.054,9.992
-0.151,-0.068,9.973
-0.151,-0.042,9.925
-0.17,-0.042,9.937
-0.12,-0.056,9.93
-0.149,-0.068,9.949
-0.163,-0.08,9.983
-0.166,-0.106,9.944
-0.146,-0.087,9.959
-0.158,-0.09,9.937
-0.168,-0.078,9.961
-0.156,-0.054,9.963
-0.173,-0.046,9.932
-0.158,-0.032,9.99
-0.13,-0.056,9.951
-0.134,-0.102,9.963
-0.166,-0.085,9.944
-0.142,-0.082,9.918
-0.132,-0.07,9.98
-0.091,-0.106,9.978
-0.142,-0.044,9.987
-0.168,-0.099,9.928
-0.151,-0.082,9.966
-0.127,-0.078,9.999
-0.123,-0.03,9.959
-0.146,-0.073,9.947
-0.178,-0.063,9.99
-0.132,-0.054,9.951
-0.12,-0.109,9.928
-0.139,-0.08,9.918
-0.175,-0.109,9.956
-0.199,-0.075,9.959
-0.156,-0.049,9.928
-0.161,-0.08,10.002
-0.156,-0.097,9.975
-0.149,-0.058,9.978
-0.163,-0.082,9.983
-0.166,-0.075,10.007
-0.168,-0.056,9.949
-0.151,-0.032,9.954
-0.142,-0.07,9.973
-0.18,-0.099,9.939
-0.173,-0.051,9.98
-0.151,-0.044,9.973
-0.142,-0.058,9.961
-0.142,-0.051,9.963
-0.146,-0.046,9.99
-0.175,-0.054,10.011
-0.137,-0.044,9.968
-0.209,-0.082,9.978
-0.178,-0.078,9.939
-0.144,-0.094,9.954
-0.163,-0.09,9.971
-0.166,-0.078,9.935
-0.139,-0.097,9.954
-0.161,-0.09,9.951
-0.161,-0.015,9.951
-0.163,-0.068,9.997
-0.149,-0.092,9.973
-0.166,-0.078,9.975
-0.137,-0.082,10.026
-0.161,-0.046,9.942
-0.199,-0.061,9.932
-0.134,-0.08,9.963
-0.144,-0.046,9.923
-0.137,-0.066,9.935
-0.146,-0.109,9.987
-0.156,-0.039,9.961
-0.161,-0.061,9.961
-0.137,-0.044,9.949
-0.146,-0.044,9.987
-0.149,-0.037,9.947
-0.168,-0.085,9.949
-0.158,-0.114,9.947
-0.137,-0.068,9.963
-0.13,-0.046,9.966
-0.125,-0.07,9.98
-0.154,-0.046,9.956
-0.144,-0.082,9.944
-0.175,-0.078,9.925
-0.139,-0.075,9.963
-0.137,-0.051,10.004
-0.154,-0.061,9.973
-0.187,-0.051,9.932
-0.166,-0.058,9.975
-0.18,-0.058,9.937
-0.163,-0.075,9.932
-0.125,-0.058,9.961
-0.151,-0.075,9.942
-0.151,-0.058,9.949
-0.192,-0.061,9.963
-0.166,-0.082,9.98
-0.132,-0.09,9.98
-0.139,-0.039,9.985
-0.154,-0.063,9.997
-0.146,-0.085,9.966
-0.142,-0.097,9.987
-0.137,-0.08,10.059
-0.139,-0.104,9.978
-0.154,-0.111,9.93
-0.149,-0.092,9.951
-0.209,-0.061,9.99
-0.132,-0.063,9.932
-0.151,-0.08,9.928
-0.087,-0.068,9.978
-0.161,-0.03,9.916
-0.144,-0.035,9.966
-0.178,-0.082,10.009
-0.168,-0.046,9.978
-0.178,-0.061,9.975
-0.178,-0.087,9.939
-0.12,-0.087,9.92
-0.139,-0.07,9.951
-0.161,-0.07,9.956
-0.19,-0.061,9.947
-0.134,-0.051,9.963
-0.161,-0.075,9.942
-0.163,-0.049,9.983
-0.161,-0.054,9.975
-0.13,-0.09,9.98
-0.132,-0.049,9.925
-0.187,-0.051,9.968
-0.156,-0.078,9.99
-0.175,-0.07,9.956
-0.168,-0.114,9.966
-0.137,-0.051,9.98
-0.156,-0.082,9.971
-0.142,-0.075,9.995
-0.149,-0.066,9.961
-0.146,-0.058,9.93
-0.178,-0.085,9.968
-0.118,-0.125,9.98
-0.113,-0.106,9.956
-0.123,-0.049,9.973
-0.156,-0.046,9.949
-0.154,-0.066,9.983
-0.132,-0.092,9.916
-0.151,-0.082,9.987
-0.13,-0.09,9.992
0.013,-0.046,9.906
-0.281,-0.037,10.229
-0.163,-0.068,10.315
-0.118,-0.061,9.683
-0.146,-0.102,9.729
-0.192,-0.092,10.277
-0.125,-0.116,10.153
-0.099,-0.03,9.71
-0.194,-0.094,9.942
-0.18,-0.118,10.234
-0.137,-0.073,9.942
-0.111,-0.063,9.746
-0.149,-0.051,9.997
-0.154,-0.049,10.109
-0.19,-0.058,9.853
-0.166,-0.075,9.872
-0.127,-0.092,10.054
-0.158,-0.099,10.021
-0.156,-0.061,9.865
